lo_id,tags,type,language,requires_mastery,pedagogical_weight,duration_min,accuracy
b3271,96,question,en,0.0,1.0,0.5,0.5
b3272,71,question,en,0.0,1.0,0.5,0.5
b3273,86,question,en,0.0,1.0,0.5,0.5
b3274,74,question,en,0.0,1.0,0.5,0.5
b3275,72,question,en,0.0,1.0,0.5,0.5
b3276,104,question,en,0.0,1.0,0.5,0.5
b3277,71,question,en,0.0,1.0,0.5,0.5
b3278,135,question,en,0.0,1.0,0.5,0.5
b3279,101,question,en,0.0,1.0,0.5,0.5
b3280,90,question,en,0.0,1.0,0.5,0.5
b3281,78,question,en,0.0,1.0,0.5,0.5
b3282,98,question,en,0.0,1.0,0.5,0.5
b3283,74,question,en,0.0,1.0,0.5,0.5
b3284,86,question,en,0.0,1.0,0.5,0.5
b3285,106,question,en,0.0,1.0,0.5,0.5
b3286,88,question,en,0.0,1.0,0.5,0.5
b3287,93,question,en,0.0,1.0,0.5,0.5
b3288,104,question,en,0.0,1.0,0.5,0.5
b3289,105,question,en,0.0,1.0,0.5,0.5
b3290,103,question,en,0.0,1.0,0.5,0.5
b3291,98,question,en,0.0,1.0,0.5,0.5
b3292,107,question,en,0.0,1.0,0.5,0.5
b3293,96,question,en,0.0,1.0,0.5,0.5
b3294,74,question,en,0.0,1.0,0.5,0.5
b3295,78,question,en,0.0,1.0,0.5,0.5
b3296,74,question,en,0.0,1.0,0.5,0.5
b3297,118,question,en,0.0,1.0,0.5,0.5
b3298,82,question,en,0.0,1.0,0.5,0.5
b3299,101,question,en,0.0,1.0,0.5,0.5
b3300,83,question,en,0.0,1.0,0.5,0.5
b3301,129,question,en,0.0,1.0,0.5,0.5
b3302,74,question,en,0.0,1.0,0.5,0.5
b3303,119,question,en,0.0,1.0,0.5,0.5
b3304,78,question,en,0.0,1.0,0.5,0.5
b3305,71,question,en,0.0,1.0,0.5,0.5
b3306,88,question,en,0.0,1.0,0.5,0.5
b3307,144,question,en,0.0,1.0,0.5,0.5
b3308,84,question,en,0.0,1.0,0.5,0.5
b3309,98,question,en,0.0,1.0,0.5,0.5
b3310,78,question,en,0.0,1.0,0.5,0.5
b3311,74,question,en,0.0,1.0,0.5,0.5
b3312,84,question,en,0.0,1.0,0.5,0.5
b3313,86,question,en,0.0,1.0,0.5,0.5
b3314,74,question,en,0.0,1.0,0.5,0.5
b3315,131,question,en,0.0,1.0,0.5,0.5
b3316,74,question,en,0.0,1.0,0.5,0.5
b3317,88,question,en,0.0,1.0,0.5,0.5
b3318,74,question,en,0.0,1.0,0.5,0.5
b3319,80,question,en,0.0,1.0,0.5,0.5
b3320,96,question,en,0.0,1.0,0.5,0.5
b3321,80,question,en,0.0,1.0,0.5,0.5
b3322,100,question,en,0.0,1.0,0.5,0.5
b3323,94,question,en,0.0,1.0,0.5,0.5
b4436,98,question,en,0.0,1.0,0.5,0.5
b4437,84,question,en,0.0,1.0,0.5,0.5
b4438,80,question,en,0.0,1.0,0.5,0.5
b4440,80,question,en,0.0,1.0,0.5,0.5
b4441,80,question,en,0.0,1.0,0.5,0.5
b4442,84,question,en,0.0,1.0,0.5,0.5
b4443,98,question,en,0.0,1.0,0.5,0.5
b4444,80,question,en,0.0,1.0,0.5,0.5
b4445,84,question,en,0.0,1.0,0.5,0.5
b4446,84,question,en,0.0,1.0,0.5,0.5
b4447,104,question,en,0.0,1.0,0.5,0.5
b4448,84,question,en,0.0,1.0,0.5,0.5
b4449,84,question,en,0.0,1.0,0.5,0.5
b4450,84,question,en,0.0,1.0,0.5,0.5
b4451,84,question,en,0.0,1.0,0.5,0.5
b4452,84,question,en,0.0,1.0,0.5,0.5
b4453,104,question,en,0.0,1.0,0.5,0.5
b4454,80,question,en,0.0,1.0,0.5,0.5
b4455,84,question,en,0.0,1.0,0.5,0.5
b4456,84,question,en,0.0,1.0,0.5,0.5
b4457,80,question,en,0.0,1.0,0.5,0.5
b4458,84,question,en,0.0,1.0,0.5,0.5
b4459,80,question,en,0.0,1.0,0.5,0.5
b4460,80,question,en,0.0,1.0,0.5,0.5
b4461,122,question,en,0.0,1.0,0.5,0.5
b4462,80,question,en,0.0,1.0,0.5,0.5
b4463,84,question,en,0.0,1.0,0.5,0.5
b4464,84,question,en,0.0,1.0,0.5,0.5
b4465,84,question,en,0.0,1.0,0.5,0.5
b4466,80,question,en,0.0,1.0,0.5,0.5
b4467,84,question,en,0.0,1.0,0.5,0.5
b4468,84,question,en,0.0,1.0,0.5,0.5
b4469,84,question,en,0.0,1.0,0.5,0.5
b4470,84,question,en,0.0,1.0,0.5,0.5
b4471,71,question,en,0.0,1.0,0.5,0.5
b4473,84,question,en,0.0,1.0,0.5,0.5
b4474,84,question,en,0.0,1.0,0.5,0.5
b4475,84,question,en,0.0,1.0,0.5,0.5
b4476,84,question,en,0.0,1.0,0.5,0.5
b4478,80,question,en,0.0,1.0,0.5,0.5
b4479,84,question,en,0.0,1.0,0.5,0.5
b4480,84,question,en,0.0,1.0,0.5,0.5
b4481,84,question,en,0.0,1.0,0.5,0.5
b4482,80,question,en,0.0,1.0,0.5,0.5
b4483,80,question,en,0.0,1.0,0.5,0.5
b4484,80,question,en,0.0,1.0,0.5,0.5
b4485,80,question,en,0.0,1.0,0.5,0.5
b4486,80,question,en,0.0,1.0,0.5,0.5
b4487,80,question,en,0.0,1.0,0.5,0.5
b4488,84,question,en,0.0,1.0,0.5,0.5
b4489,84,question,en,0.0,1.0,0.5,0.5
b4490,84,question,en,0.0,1.0,0.5,0.5
b4491,98,question,en,0.0,1.0,0.5,0.5
b4492,104,question,en,0.0,1.0,0.5,0.5
b4493,84,question,en,0.0,1.0,0.5,0.5
b4494,98,question,en,0.0,1.0,0.5,0.5
b4496,84,question,en,0.0,1.0,0.5,0.5
b4497,80,question,en,0.0,1.0,0.5,0.5
b4498,98,question,en,0.0,1.0,0.5,0.5
b4499,84,question,en,0.0,1.0,0.5,0.5
b4500,84,question,en,0.0,1.0,0.5,0.5
b4501,84,question,en,0.0,1.0,0.5,0.5
b4502,80,question,en,0.0,1.0,0.5,0.5
b4503,84,question,en,0.0,1.0,0.5,0.5
b4504,80,question,en,0.0,1.0,0.5,0.5
b4505,84,question,en,0.0,1.0,0.5,0.5
b4506,84,question,en,0.0,1.0,0.5,0.5
b4507,84,question,en,0.0,1.0,0.5,0.5
b4508,84,question,en,0.0,1.0,0.5,0.5
b4509,80,question,en,0.0,1.0,0.5,0.5
b4510,80,question,en,0.0,1.0,0.5,0.5
b4511,80,question,en,0.0,1.0,0.5,0.5
b4512,98,question,en,0.0,1.0,0.5,0.5
b4514,98,question,en,0.0,1.0,0.5,0.5
b4515,98,question,en,0.0,1.0,0.5,0.5
b4516,98,question,en,0.0,1.0,0.5,0.5
b4517,98,question,en,0.0,1.0,0.5,0.5
b4518,98,question,en,0.0,1.0,0.5,0.5
b4519,104,question,en,0.0,1.0,0.5,0.5
b4520,84,question,en,0.0,1.0,0.5,0.5
b4521,84,question,en,0.0,1.0,0.5,0.5
b4522,98,question,en,0.0,1.0,0.5,0.5
b4523,80,question,en,0.0,1.0,0.5,0.5
b4524,119,question,en,0.0,1.0,0.5,0.5
b4525,98,question,en,0.0,1.0,0.5,0.5
b4526,98,question,en,0.0,1.0,0.5,0.5
b4527,84,question,en,0.0,1.0,0.5,0.5
b4528,104,question,en,0.0,1.0,0.5,0.5
b4529,98,question,en,0.0,1.0,0.5,0.5
b4530,84,question,en,0.0,1.0,0.5,0.5
b4531,98,question,en,0.0,1.0,0.5,0.5
b4532,98,question,en,0.0,1.0,0.5,0.5
b4533,84,question,en,0.0,1.0,0.5,0.5
b4534,84,question,en,0.0,1.0,0.5,0.5
b4535,98,question,en,0.0,1.0,0.5,0.5
b4536,98,question,en,0.0,1.0,0.5,0.5
b4538,98,question,en,0.0,1.0,0.5,0.5
b4539,84,question,en,0.0,1.0,0.5,0.5
b4540,98,question,en,0.0,1.0,0.5,0.5
b4541,98,question,en,0.0,1.0,0.5,0.5
b4542,104,question,en,0.0,1.0,0.5,0.5
b4543,98,question,en,0.0,1.0,0.5,0.5
b4544,98,question,en,0.0,1.0,0.5,0.5
b4545,104,question,en,0.0,1.0,0.5,0.5
b4546,80,question,en,0.0,1.0,0.5,0.5
b4547,98,question,en,0.0,1.0,0.5,0.5
b4548,98,question,en,0.0,1.0,0.5,0.5
b8096,183|14|2,question,en,0.0,1.0,0.5,0.5
b8097,22|184|2,question,en,0.0,1.0,0.5,0.5
b8098,181|2|8,question,en,0.0,1.0,0.5,0.5
b8099,14|2|182,question,en,0.0,1.0,0.5,0.5
b8100,183|2|5,question,en,0.0,1.0,0.5,0.5
b8101,184|7|6,question,en,0.0,1.0,0.5,0.5
b8102,181|7|17,question,en,0.0,1.0,0.5,0.5
b8103,7|182|10,question,en,0.0,1.0,0.5,0.5
b8104,183|16|2,question,en,0.0,1.0,0.5,0.5
b8105,184|2|19,question,en,0.0,1.0,0.5,0.5
b5105,83|85|95|143,question,en,0.0,1.0,0.5,0.5
b5292,149|177|155|156,question,en,0.0,1.0,0.5,0.5
b5293,149|148|177|155,question,en,0.0,1.0,0.5,0.5
b5294,148|150|146|177|156,question,en,0.0,1.0,0.5,0.5
b5295,149|177|155|153,question,en,0.0,1.0,0.5,0.5
b5296,148|150|177|157|149,question,en,0.0,1.0,0.5,0.5
b6777,85,question,en,0.0,1.0,0.5,0.5
b6778,85,question,en,0.0,1.0,0.5,0.5
b6780,85,question,en,0.0,1.0,0.5,0.5
b6782,85,question,en,0.0,1.0,0.5,0.5
b6783,85,question,en,0.0,1.0,0.5,0.5
b6787,85,question,en,0.0,1.0,0.5,0.5
b6788,85,question,en,0.0,1.0,0.5,0.5
b6794,85,question,en,0.0,1.0,0.5,0.5
b6795,85,question,en,0.0,1.0,0.5,0.5
b6796,85,question,en,0.0,1.0,0.5,0.5
b6799,85,question,en,0.0,1.0,0.5,0.5
b6802,103,question,en,0.0,1.0,0.5,0.5
b6803,77,question,en,0.0,1.0,0.5,0.5
b6804,77,question,en,0.0,1.0,0.5,0.5
b6805,77,question,en,0.0,1.0,0.5,0.5
b6806,77,question,en,0.0,1.0,0.5,0.5
b6807,77,question,en,0.0,1.0,0.5,0.5
b6810,77,question,en,0.0,1.0,0.5,0.5
b6812,77,question,en,0.0,1.0,0.5,0.5
b6813,77,question,en,0.0,1.0,0.5,0.5
b6817,77,question,en,0.0,1.0,0.5,0.5
b6818,106,question,en,0.0,1.0,0.5,0.5
b6819,106,question,en,0.0,1.0,0.5,0.5
b6820,106,question,en,0.0,1.0,0.5,0.5
b6821,106,question,en,0.0,1.0,0.5,0.5
b6822,106,question,en,0.0,1.0,0.5,0.5
b6823,106,question,en,0.0,1.0,0.5,0.5
b6824,106,question,en,0.0,1.0,0.5,0.5
b6825,106,question,en,0.0,1.0,0.5,0.5
b6828,76,question,en,0.0,1.0,0.5,0.5
b6829,76,question,en,0.0,1.0,0.5,0.5
b6830,76,question,en,0.0,1.0,0.5,0.5
b6832,76,question,en,0.0,1.0,0.5,0.5
b6836,76,question,en,0.0,1.0,0.5,0.5
b6837,76,question,en,0.0,1.0,0.5,0.5
b6838,76,question,en,0.0,1.0,0.5,0.5
b6839,76,question,en,0.0,1.0,0.5,0.5
b6843,80,question,en,0.0,1.0,0.5,0.5
b6844,84,question,en,0.0,1.0,0.5,0.5
b6846,84,question,en,0.0,1.0,0.5,0.5
b6847,84,question,en,0.0,1.0,0.5,0.5
b6848,84,question,en,0.0,1.0,0.5,0.5
b6849,84,question,en,0.0,1.0,0.5,0.5
b6850,84,question,en,0.0,1.0,0.5,0.5
b6851,83,question,en,0.0,1.0,0.5,0.5
b6852,83,question,en,0.0,1.0,0.5,0.5
b6853,83,question,en,0.0,1.0,0.5,0.5
b6855,83,question,en,0.0,1.0,0.5,0.5
b6856,83,question,en,0.0,1.0,0.5,0.5
b6857,83,question,en,0.0,1.0,0.5,0.5
b6860,83,question,en,0.0,1.0,0.5,0.5
b6861,83,question,en,0.0,1.0,0.5,0.5
b6864,83,question,en,0.0,1.0,0.5,0.5
b6866,83,question,en,0.0,1.0,0.5,0.5
b6868,83,question,en,0.0,1.0,0.5,0.5
b6869,83,question,en,0.0,1.0,0.5,0.5
b6872,83,question,en,0.0,1.0,0.5,0.5
b6873,83,question,en,0.0,1.0,0.5,0.5
b6874,83,question,en,0.0,1.0,0.5,0.5
b6875,83,question,en,0.0,1.0,0.5,0.5
b5209,179|115|143|83|95,question,en,0.0,1.0,0.5,0.5
b5210,179|77|80|143|120,question,en,0.0,1.0,0.5,0.5
b5211,179|108|77|143|81,question,en,0.0,1.0,0.5,0.5
b5212,179|117|74|143|78,question,en,0.0,1.0,0.5,0.5
b5213,179|76|113|143|145,question,en,0.0,1.0,0.5,0.5
b5215,143|119|78,question,en,0.0,1.0,0.5,0.5
b5216,76|80|78|143,question,en,0.0,1.0,0.5,0.5
b2095,179|63|182|52|56,question,en,0.0,1.0,0.5,0.5
b2097,184|53|59|52|54,question,en,0.0,1.0,0.5,0.5
b2098,53|60|182|55|54,question,en,0.0,1.0,0.5,0.5
b2099,183|53|59|56|54,question,en,0.0,1.0,0.5,0.5
b2101,53|68|182|52|54,question,en,0.0,1.0,0.5,0.5
b2102,52|56|183|60,question,en,0.0,1.0,0.5,0.5
b2103,179|53|68|181|54|52,question,en,0.0,1.0,0.5,0.5
b2104,183|60|52|56|54,question,en,0.0,1.0,0.5,0.5
b1481,184|53|181|54|52,question,en,0.0,1.0,0.5,0.5
b1482,52|183|181|53,question,en,0.0,1.0,0.5,0.5
b1483,52|185|181,question,en,0.0,1.0,0.5,0.5
b1484,184|185|52|56|55,question,en,0.0,1.0,0.5,0.5
b1485,181|184|53|52,question,en,0.0,1.0,0.5,0.5
b1486,52|183|184,question,en,0.0,1.0,0.5,0.5
b1487,183|53|185|55|56,question,en,0.0,1.0,0.5,0.5
b1488,181|56|185|52,question,en,0.0,1.0,0.5,0.5
b1489,52|183|184|53,question,en,0.0,1.0,0.5,0.5
b628,179|183|44|45|182,question,en,0.0,1.0,0.5,0.5
b629,28|29|184|182,question,en,0.0,1.0,0.5,0.5
b631,183|182|26|24,question,en,0.0,1.0,0.5,0.5
b632,41|184|181|24,question,en,0.0,1.0,0.5,0.5
b634,181|39|182|38,question,en,0.0,1.0,0.5,0.5
b636,184|31|32|183,question,en,0.0,1.0,0.5,0.5
b637,183|35|30|34|181,question,en,0.0,1.0,0.5,0.5
b638,181|42|184|34,question,en,0.0,1.0,0.5,0.5
b639,183|24|51|181|33,question,en,0.0,1.0,0.5,0.5
b640,183|184|26|24,question,en,0.0,1.0,0.5,0.5
b641,181|44|45|183,question,en,0.0,1.0,0.5,0.5
b642,179|31|184|32|30|182,question,en,0.0,1.0,0.5,0.5
b644,183|182|24|25,question,en,0.0,1.0,0.5,0.5
b645,181|32|34|182,question,en,0.0,1.0,0.5,0.5
b646,28|183|181|37,question,en,0.0,1.0,0.5,0.5
b648,44|30|45|182|181,question,en,0.0,1.0,0.5,0.5
b650,179|183|24|48|181,question,en,0.0,1.0,0.5,0.5
b651,184|31|32|182,question,en,0.0,1.0,0.5,0.5
b653,181|184|24|40,question,en,0.0,1.0,0.5,0.5
b1202,181|183|33|24,question,en,0.0,1.0,0.5,0.5
b1203,183|24|30|185|43,question,en,0.0,1.0,0.5,0.5
b1204,183|185|24|25,question,en,0.0,1.0,0.5,0.5
b1205,179|183|38|39|181,question,en,0.0,1.0,0.5,0.5
b1206,41|183|184|24,question,en,0.0,1.0,0.5,0.5
b1207,28|183|30|29|185,question,en,0.0,1.0,0.5,0.5
b1208,28|179|29|185|181,question,en,0.0,1.0,0.5,0.5
b1209,181|185|24|25,question,en,0.0,1.0,0.5,0.5
b1211,42|34|183|185,question,en,0.0,1.0,0.5,0.5
b1214,24|23|185|181|33,question,en,0.0,1.0,0.5,0.5
b1215,24|30|185|181|33,question,en,0.0,1.0,0.5,0.5
b1217,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1218,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b1219,183|185|26|24,question,en,0.0,1.0,0.5,0.5
b1221,185|31|32|183,question,en,0.0,1.0,0.5,0.5
b1223,184|31|32|185,question,en,0.0,1.0,0.5,0.5
b1225,181|44|185|49,question,en,0.0,1.0,0.5,0.5
b1227,181|183|26|24,question,en,0.0,1.0,0.5,0.5
b1228,183|32|30|185|36,question,en,0.0,1.0,0.5,0.5
b1229,183|184|31|32|30,question,en,0.0,1.0,0.5,0.5
b1230,181|185|31|32,question,en,0.0,1.0,0.5,0.5
b1685,179|53|182|181|56|55,question,en,0.0,1.0,0.5,0.5
b1686,179|183|53|182|52|54,question,en,0.0,1.0,0.5,0.5
b1687,179|183|184|53|52|54,question,en,0.0,1.0,0.5,0.5
b1688,181|182|54|52,question,en,0.0,1.0,0.5,0.5
b1689,52|183|184|54,question,en,0.0,1.0,0.5,0.5
b1690,179|183|182|52|56|54,question,en,0.0,1.0,0.5,0.5
b1691,53|182|181|54|52,question,en,0.0,1.0,0.5,0.5
b1692,179|183|184|53|52|54,question,en,0.0,1.0,0.5,0.5
b1693,53|182|181|56|54,question,en,0.0,1.0,0.5,0.5
b1694,179|53|182|181|54|52,question,en,0.0,1.0,0.5,0.5
b2714,76,question,en,0.0,1.0,0.5,0.5
b2717,83,question,en,0.0,1.0,0.5,0.5
b2722,76,question,en,0.0,1.0,0.5,0.5
b2726,85,question,en,0.0,1.0,0.5,0.5
b2730,77,question,en,0.0,1.0,0.5,0.5
b2734,76,question,en,0.0,1.0,0.5,0.5
b2735,83,question,en,0.0,1.0,0.5,0.5
b2738,85,question,en,0.0,1.0,0.5,0.5
b2746,76,question,en,0.0,1.0,0.5,0.5
b2200,77,question,en,0.0,1.0,0.5,0.5
b2201,77,question,en,0.0,1.0,0.5,0.5
b2203,77,question,en,0.0,1.0,0.5,0.5
b2205,77,question,en,0.0,1.0,0.5,0.5
b2207,77,question,en,0.0,1.0,0.5,0.5
b2209,85,question,en,0.0,1.0,0.5,0.5
b2211,85,question,en,0.0,1.0,0.5,0.5
b2212,85,question,en,0.0,1.0,0.5,0.5
b2217,85,question,en,0.0,1.0,0.5,0.5
b2225,85,question,en,0.0,1.0,0.5,0.5
b3326,85,question,en,0.0,1.0,0.5,0.5
b3330,85,question,en,0.0,1.0,0.5,0.5
b3334,85,question,en,0.0,1.0,0.5,0.5
b3342,85,question,en,0.0,1.0,0.5,0.5
b3346,77,question,en,0.0,1.0,0.5,0.5
b3350,76,question,en,0.0,1.0,0.5,0.5
b3351,77,question,en,0.0,1.0,0.5,0.5
b3353,83,question,en,0.0,1.0,0.5,0.5
b3357,85,question,en,0.0,1.0,0.5,0.5
b3358,83,question,en,0.0,1.0,0.5,0.5
b3361,83,question,en,0.0,1.0,0.5,0.5
b4560,96,question,en,0.0,1.0,0.5,0.5
b4951,76,question,en,0.0,1.0,0.5,0.5
b4953,77,question,en,0.0,1.0,0.5,0.5
b4957,77,question,en,0.0,1.0,0.5,0.5
b4968,85,question,en,0.0,1.0,0.5,0.5
b4970,85,question,en,0.0,1.0,0.5,0.5
b4977,76,question,en,0.0,1.0,0.5,0.5
b4979,83,question,en,0.0,1.0,0.5,0.5
b4982,77,question,en,0.0,1.0,0.5,0.5
b5380,148|169|155|177|153|149,question,en,0.0,1.0,0.5,0.5
b5381,170|177|169|153,question,en,0.0,1.0,0.5,0.5
b5382,169|150|155|177|156|153,question,en,0.0,1.0,0.5,0.5
b5383,148|150|169|155|177|156,question,en,0.0,1.0,0.5,0.5
b5384,169|177|157|156|153,question,en,0.0,1.0,0.5,0.5
b5386,148|150|169|159|177|153,question,en,0.0,1.0,0.5,0.5
b5389,148|169|155|177|153|149,question,en,0.0,1.0,0.5,0.5
b7920,76|116|77|143,question,en,0.0,1.0,0.5,0.5
b7921,143|77|99,question,en,0.0,1.0,0.5,0.5
b7922,98|85|72|143,question,en,0.0,1.0,0.5,0.5
b7923,85|83|120|143,question,en,0.0,1.0,0.5,0.5
b8494,85|143|87|78,question,en,0.0,1.0,0.5,0.5
b8495,85|134|143|88,question,en,0.0,1.0,0.5,0.5
b8496,98|85|74|143,question,en,0.0,1.0,0.5,0.5
b8497,76|77|87|143,question,en,0.0,1.0,0.5,0.5
b8498,98|95|134|143,question,en,0.0,1.0,0.5,0.5
b8499,85|143|92|88,question,en,0.0,1.0,0.5,0.5
b8500,134|107|87|143,question,en,0.0,1.0,0.5,0.5
b8501,76|118|134|143,question,en,0.0,1.0,0.5,0.5
b8502,98|85|143,question,en,0.0,1.0,0.5,0.5
b8503,98|85|143,question,en,0.0,1.0,0.5,0.5
b5691,147|148|155|176|153|149|151,question,en,0.0,1.0,0.5,0.5
b5692,147|148|155|176|153|149|151,question,en,0.0,1.0,0.5,0.5
b5693,147|148|150|159|176|153|149,question,en,0.0,1.0,0.5,0.5
b5694,149|148|159|176|153|158,question,en,0.0,1.0,0.5,0.5
b1232,50|183|184|24,question,en,0.0,1.0,0.5,0.5
b1233,179|183|24|23|185|33,question,en,0.0,1.0,0.5,0.5
b1234,183|184|48|24,question,en,0.0,1.0,0.5,0.5
b1235,179|24|23|185|181|25,question,en,0.0,1.0,0.5,0.5
b1236,183|184|26|24,question,en,0.0,1.0,0.5,0.5
b1237,181|185|33|24,question,en,0.0,1.0,0.5,0.5
b1238,183|31|32|185,question,en,0.0,1.0,0.5,0.5
b1240,28|27|45|185|181,question,en,0.0,1.0,0.5,0.5
b1241,183|27|24|185|43,question,en,0.0,1.0,0.5,0.5
b1242,181|185|31|32,question,en,0.0,1.0,0.5,0.5
b1245,181|185|24|40,question,en,0.0,1.0,0.5,0.5
b1246,181|183|36|37,question,en,0.0,1.0,0.5,0.5
b1248,183|31|42|30|185,question,en,0.0,1.0,0.5,0.5
b1249,44|45|185|183,question,en,0.0,1.0,0.5,0.5
b1251,183|184|30|36|37,question,en,0.0,1.0,0.5,0.5
b1253,184|47|185|46,question,en,0.0,1.0,0.5,0.5
b1254,28|184|30|29|185,question,en,0.0,1.0,0.5,0.5
b1255,181|185|31|32,question,en,0.0,1.0,0.5,0.5
b1257,183|27|42|34|181,question,en,0.0,1.0,0.5,0.5
b1258,28|42|185|183,question,en,0.0,1.0,0.5,0.5
b1259,183|185|24|40,question,en,0.0,1.0,0.5,0.5
b1261,184|35|30|185|34,question,en,0.0,1.0,0.5,0.5
b2520,74,question,en,0.0,1.0,0.5,0.5
b2521,77,question,en,0.0,1.0,0.5,0.5
b2522,120,question,en,0.0,1.0,0.5,0.5
b2523,71,question,en,0.0,1.0,0.5,0.5
b2524,86,question,en,0.0,1.0,0.5,0.5
b2525,74,question,en,0.0,1.0,0.5,0.5
b2526,74,question,en,0.0,1.0,0.5,0.5
b2527,80,question,en,0.0,1.0,0.5,0.5
b2528,83,question,en,0.0,1.0,0.5,0.5
b2529,103,question,en,0.0,1.0,0.5,0.5
b2530,88,question,en,0.0,1.0,0.5,0.5
b2531,76,question,en,0.0,1.0,0.5,0.5
b2532,83,question,en,0.0,1.0,0.5,0.5
b2533,118,question,en,0.0,1.0,0.5,0.5
b2534,75,question,en,0.0,1.0,0.5,0.5
b2535,74,question,en,0.0,1.0,0.5,0.5
b2536,84,question,en,0.0,1.0,0.5,0.5
b2537,71,question,en,0.0,1.0,0.5,0.5
b2538,78,question,en,0.0,1.0,0.5,0.5
b2539,121,question,en,0.0,1.0,0.5,0.5
b2540,77,question,en,0.0,1.0,0.5,0.5
b2541,85,question,en,0.0,1.0,0.5,0.5
b2543,86,question,en,0.0,1.0,0.5,0.5
b2544,106,question,en,0.0,1.0,0.5,0.5
b2545,76,question,en,0.0,1.0,0.5,0.5
b2546,85,question,en,0.0,1.0,0.5,0.5
b2547,84,question,en,0.0,1.0,0.5,0.5
b2548,78,question,en,0.0,1.0,0.5,0.5
b2549,80,question,en,0.0,1.0,0.5,0.5
b2550,116,question,en,0.0,1.0,0.5,0.5
b2551,76,question,en,0.0,1.0,0.5,0.5
b2552,86,question,en,0.0,1.0,0.5,0.5
b2553,98,question,en,0.0,1.0,0.5,0.5
b2554,106,question,en,0.0,1.0,0.5,0.5
b2555,130,question,en,0.0,1.0,0.5,0.5
b2556,80,question,en,0.0,1.0,0.5,0.5
b2557,76,question,en,0.0,1.0,0.5,0.5
b2558,105,question,en,0.0,1.0,0.5,0.5
b5468,149|159|162|178|156|153|158|151,question,en,0.0,1.0,0.5,0.5
b5469,149|150|155|162|178|153|158|151,question,en,0.0,1.0,0.5,0.5
b5470,149|146|162|178|153|158|151,question,en,0.0,1.0,0.5,0.5
b5471,172|159|162|178|153|149|151,question,en,0.0,1.0,0.5,0.5
b5472,149|146|162|156|178|153|158|151,question,en,0.0,1.0,0.5,0.5
b5707,147|179|148|150|146|176|149|151,question,en,0.0,1.0,0.5,0.5
b5708,152|179|147|176|153|149,question,en,0.0,1.0,0.5,0.5
b5709,147|155|156|176|153|149|151,question,en,0.0,1.0,0.5,0.5
b11368,71,question,en,0.0,1.0,0.5,0.5
b11369,85,question,en,0.0,1.0,0.5,0.5
b11370,98,question,en,0.0,1.0,0.5,0.5
b11371,85,question,en,0.0,1.0,0.5,0.5
b11372,98,question,en,0.0,1.0,0.5,0.5
b11373,85,question,en,0.0,1.0,0.5,0.5
b11374,86,question,en,0.0,1.0,0.5,0.5
b11375,76,question,en,0.0,1.0,0.5,0.5
b11376,86,question,en,0.0,1.0,0.5,0.5
b11378,71,question,en,0.0,1.0,0.5,0.5
b11379,105,question,en,0.0,1.0,0.5,0.5
b11380,76,question,en,0.0,1.0,0.5,0.5
b11381,138,question,en,0.0,1.0,0.5,0.5
b11382,76,question,en,0.0,1.0,0.5,0.5
b11383,119,question,en,0.0,1.0,0.5,0.5
b11384,86,question,en,0.0,1.0,0.5,0.5
b11385,83,question,en,0.0,1.0,0.5,0.5
b11387,78,question,en,0.0,1.0,0.5,0.5
b11388,77,question,en,0.0,1.0,0.5,0.5
b11389,120,question,en,0.0,1.0,0.5,0.5
b11390,74,question,en,0.0,1.0,0.5,0.5
b11391,74,question,en,0.0,1.0,0.5,0.5
b11392,83,question,en,0.0,1.0,0.5,0.5
b11393,81,question,en,0.0,1.0,0.5,0.5
b11394,74,question,en,0.0,1.0,0.5,0.5
b11395,133,question,en,0.0,1.0,0.5,0.5
b11396,98,question,en,0.0,1.0,0.5,0.5
b11397,77,question,en,0.0,1.0,0.5,0.5
b1797,57|60|185|56|54,question,en,0.0,1.0,0.5,0.5
b1798,57|64|185|56|54,question,en,0.0,1.0,0.5,0.5
b1801,183|57|59|55|56,question,en,0.0,1.0,0.5,0.5
b1802,57|64|185|55|56,question,en,0.0,1.0,0.5,0.5
b1803,179|66|57|181|56|52,question,en,0.0,1.0,0.5,0.5
b1804,57|64|185|52|56,question,en,0.0,1.0,0.5,0.5
b1805,183|57|59|52|56,question,en,0.0,1.0,0.5,0.5
b1806,53|57|60|181|55,question,en,0.0,1.0,0.5,0.5
b1807,179|181|63|57|52,question,en,0.0,1.0,0.5,0.5
b1808,179|53|57|60|185|52,question,en,0.0,1.0,0.5,0.5
b1809,179|183|66|53|57|55,question,en,0.0,1.0,0.5,0.5
b1810,57|64|185|52|54,question,en,0.0,1.0,0.5,0.5
b1811,179|183|57|59|55|56,question,en,0.0,1.0,0.5,0.5
b4898,85,question,en,0.0,1.0,0.5,0.5
b4899,85,question,en,0.0,1.0,0.5,0.5
b4900,85,question,en,0.0,1.0,0.5,0.5
b4902,85,question,en,0.0,1.0,0.5,0.5
b4905,85,question,en,0.0,1.0,0.5,0.5
b4907,85,question,en,0.0,1.0,0.5,0.5
b4908,85,question,en,0.0,1.0,0.5,0.5
b4909,85,question,en,0.0,1.0,0.5,0.5
b4910,85,question,en,0.0,1.0,0.5,0.5
